episode_name,date,loves,episode_number,comments_count,comment_username,comment_description,comment_likes,comment_dislikes,reply_username,reply_description,reply_likes,reply_dislikes
,,,,,Tarot-The-Bunny,Damn she’s smooth,37,0,0kojo,"It's not something sheer will can fix. She's clearly devastated, it shows in her lines.",9,0
,,,,,BlooperX,🎵Could this be love🎵hmmhmhmhmmm🎵,11,0,hieimitha,maybe because he warned her about having both she already knows the possibilities and that she should get tested too,31,0
,,,,,Fangirlingsince2004,"Thank you for this. And when we say Black Lives Matter, that means EVERY black live no matter what. Every Trans Black Live, Every Gay Black Live, Every Disabled Black Live, And the list goes on.",122,1,Loose Squid,I think she means that she used to be someone who had it together before things went to sh!t,52,0
,,,,,mickiressa,"Thanks for posting this, it means so much to me when people support different communities and stand up for what is right.",67,0,coyowolf TMT,"you can't just stop with most opiods once you've created a dependency/normalcy for it in your system. even if you take it as prescribed. Same with narcotics, psychoactives, and psychotropics. You have to be weaned off these drugs, which means gradually lowering the dosage or switching to a different one that has the same effects but not as strong and considered less additive.",17,0
,,,,,lemon_bunny,"This gives me hope in these times, seeing stuff like this. To anyone reading this, don't give up! We'll get through it.",60,0,EAGiddings,"its the same with alcohol, If you go on a bender and withdrawal completely you can get seizures and die. You have to drink both alcohol and water slowly to bring yourself back to normal. I know this because my second stepdad was a massive alcholic",9,0
,,,,,Fred Wamkeue,BLM is a democrat platform for funds. You guys are being used for political gains. Wake up fams. Coming from a black man.,0,3,vuIturous,"quitting alcohol cold-turkey will likely kill you, but i didn't know drug addiction was similar...",6,0
,,,,,Mel O Drama,"I'm straight, I'm white, and this brought a tear to my eye! I wish everyone would just stop finding so many reasons to divide us and accept that love, of all shapes and colors, is still love. And still JUST AS VALID and IMPORTANT as any other love!! ♥️💙💚💛💜🖤🧡",2,0,oof321,I suggest you research it more.,3,0
,,,,,verahria1,LET THE RAINBOWS RAIN,124,5,sampaquebot,Our condolences to you!,5,0
,,,,,Spaceman Connor,sweet,65,2,happycat(:,are you ok right now? i hope you are.,12,0
,,,,,Aria Blue Gameing,this is great! ~edit~ my first ever top comment thank you everyone 😭,56,4,WaNaBePrETty,happycat(: I'm fine. still have bad days but with God by my side I can get through it,9,0
,,,,,Galaxy4690,I love this story I hope there’s more episodes <3,0,0,oof321,i self harmed alot in the past and sometimes i still have the urge. I went through a period of hoping someone would help me through it but no one really was there. I'm happy you have felt better and I wish you the best of luck with recovery.,6,0
,,,,,closet kid,Lily’s so pretty I love her <3 glad to be celebrating with pride even if I’m closeted as hell haha!,1,0,WaNaBePrETty,@oof321. I hope your recovery gose well too. and remember you are never alone there is always someone who could AND would help you. again I wish you the abest if luck and great health. Happy Thanksgiving,5,0
,,,,,nightmare wolfie,I love pride month sooo much and I'm apart of it I'm the b in the LGBTQ,0,0,Gay Chicken,"Aww man, me too. You think you can get away with a few little scratches and cover it up, but then the next thing you know, you’re covered in bloody cuts. Hope you’re doing alright, that’s a rough situation to be in/go through.",5,0
,,,,,Athens.Gameboy,Any body else saw the zoom chat?,0,0,WaNaBePrETty,sooner or later someone is going to take yhe baby away and put them in jail or prison for child endangerment.,14,0
,,,,,finnฅ^•ﻌ•^ฅ,Happy pride everyone stay safe 💖,0,0,°•Mariella•°,Is it wrong that I'd feel sad if that does happen. I want that baby to have their parents but not this way. sigh,16,0
,,,,,what it do babbyyyyy,love to see it🥺 also what's ur opinion on the BLM movement,1,0,oof321,it isn't always the parents fault. I suggest you research it.,8,0
,,,,,0kojo,So damn proud of him.,3,0,oof321,it isn't always the parents fault. I suggest you research it.,7,0
,,,,,'\༼;´༎ຶ ۝ ༎ຶ༽/`,IM SORRY BUT JUST LOOK AT THE ART GLOW UP FROM EPISODE 1 TILL NOW.JUST SHUT UP AND LOOK,3,0,TESTED ( YGetIt.org),"No. However, If someone overdoses from using opioids (pills or heroin) you can give this medication to stop/reverse the overdose. You can read more about it here, https://bit.ly/2y0qLgy . We will be demonstrating how to use tomorrow on our Instagram page @ygetit.",29,0
,,,,,Grey_Storm84,"Sometimes speaking out loud to yourself can help change some behavior, but the support is always a big help. Thank you for the webtoon🙌🏼🙌🏼",7,0,jdobb,It works by blocking the effects of the opiate on the brain.,6,0
,,,,,mickiressa,"I love this message, you can get through anything with the right support with you and for those who don't havd the support they need you left a way for them to find it, thanks Tested family.",10,0,Fiascox0xo,Me too but 032118 is my date,1,0
,,,,,kemrmit_Kcrazy🐸💚💚,I feel so bad for him,5,0,astral.distress👻,"A lot of opioid addiction comes from people who do need them in the first place though. Mikey’s knee injury led him to an opiate prescription, & his loss of insurance made him turn to street drugs instead… It happened to me when I was younger, & sheer luck kept me from ending up on heroin; I collapsed a vertebrae on a hiking trip, I was too injured to even walk upright for almost a year. I couldn’t afford an MRI & my regular doctor just wanted to prescribe Percocet-",1,0
,,,,,19danny15,Thank you for putting this out here. It’s been hard to exist and focus on everything our world practically changing overnight and Webtoons like these help give me a sense of balance,20,0,astral.distress👻,"The medication was meant for me & I understood the dosage- & I followed instructions perfectly. I still had to get on buprenorphine to get my body off of the medication after my injury healed- & the injury wouldn’t have healed if I didn’t luck out & end up with someone willing to sponsor my physical therapy. Every step of the way, I wanted to get out of the situation- but a specialist costs three times as much as a regular doctor, & I could barely get out of bed. Our medical system is BROKEN.",0,0
,,,,,~SilverBells~,Its so nice to see this kimd of content out for the people who truly need it. If only more people knew about this...,23,0,coyowolf TMT,"Unfortunately there’s no easy fix to it right now.Socialism extends the wait time for everything and turning away from doctors wouldn’t change at all.Part of the cost problem is pharmaceuticals are sold at different prices to different countries. Countries deemed better off pay more to balance the otherwise lost revenue of selling to everyone else. Then hospitals and practices can add their own price to that, and so can the pharmacy. And insurance may or may not pay just those 2nd 3rd prices.",0,0
,,,,,Vane1416,Very inspirational thank you for all that you do,14,0,CM27,Because withdrawal will make people do just about anything unfortunately.,4,0
,,,,,Echo984,I am happy to get all of these follow ups on the stories,31,0,coyowolf TMT,"depending the substance and dosage cold turkey may not be an option so they whein a person off the drug. behavioral health hospitals are supposed to offer group therapy daily, individual therapy at least weekly, and set up out-patient therapy. but they aren't supposed to force patients into these as sessions do nothing for unwilling patients. before you can treat a behavior like substance misuse you have to treat the body and the person needs to want to change.",11,0
,,,,,QueenaWilliams,JUSTICE FOR GEORGE FLOYD! ✊🏾,83,2,CM27,Rehab and/or the program: AA or NA. The best help an addict or alcoholic can get is usually from people who've been there before.,5,0
,,,,,Raphael Matos,"Mental fatigue is brutal, y’all keep well rested and motivated",62,0,Cheapthrill_Xo,"Almost my whole town I grew up in everyone is using and dieing, & looks like the walking dead, moving to Florida (no rehab no AA) and going to my Methadone clinic has changed my entire life I don’t crave drugs want to puke when I think of them, don’t have those thoughts or whispers in my ear saying you can sneak and do it noone will know just all of that desire left and I can say moving and the meds helped me I got my first job first house first family and a loving caring man in my life who’d",17,0
